State,Year,Quater,District,reg_user,app_opens
"north twenty four parganas district",2020,4,"north twenty four parganas district",2321888,48635786
"bankura district",2020,4,"bankura district",567358,9280342
"jhargram district",2020,4,"jhargram district",108168,1997333
"howrah district",2020,4,"howrah district",875172,16024388
"hooghly district",2020,4,"hooghly district",977339,19163716
"kolkata district",2020,4,"kolkata district",1700474,33693299
"koch bihar district",2020,4,"koch bihar district",319131,5381867
"alipurduar district",2020,4,"alipurduar district",155176,2820482
"paschim bardhaman district",2020,4,"paschim bardhaman district",688685,13025454
"nadia district",2020,4,"nadia district",832891,15442853
"birbhum district",2020,4,"birbhum district",522435,8227523
"purba medinipur district",2020,4,"purba medinipur district",824961,17526163
"maldah district",2020,4,"maldah district",568934,11028591
"darjiling district",2020,4,"darjiling district",344186,5933529
"south twenty four parganas district",2021,1,"south twenty four parganas district",1202229,21591489
"purba bardhaman district",2021,1,"purba bardhaman district",736414,12509473
"uttar dinajpur district",2021,1,"uttar dinajpur district",364508,6914186
"kalimpong district",2021,1,"kalimpong district",34881,525429
"murshidabad district",2021,1,"murshidabad district",1166975,18555993
"paschim medinipur district",2021,1,"paschim medinipur district",800530,15570980
"dakshin dinajpur district",2021,1,"dakshin dinajpur district",262176,3213720
"jalpaiguri district",2021,1,"jalpaiguri district",241123,4313032
"purulia district",2021,1,"purulia district",406012,6414833
"north twenty four parganas district",2021,1,"north twenty four parganas district",2491076,53434882
"bankura district",2021,1,"bankura district",604485,9129830
"jhargram district",2021,1,"jhargram district",115812,2140829
"howrah district",2021,1,"howrah district",940133,17584219
"hooghly district",2021,1,"hooghly district",1046242,19808381
"kolkata district",2021,1,"kolkata district",1823074,39347629
"koch bihar district",2021,1,"koch bihar district",345201,5796542
"alipurduar district",2021,1,"alipurduar district",167837,3103865
"paschim bardhaman district",2021,1,"paschim bardhaman district",738540,14154334
"nadia district",2021,1,"nadia district",893107,16082294
"birbhum district",2021,1,"birbhum district",558494,8668586
"purba medinipur district",2021,1,"purba medinipur district",884605,18408378
"maldah district",2021,1,"maldah district",613320,12880352
"darjiling district",2021,1,"darjiling district",372025,6683418
"south twenty four parganas district",2021,2,"south twenty four parganas district",1286588,19344293
"purba bardhaman district",2021,2,"purba bardhaman district",787970,12128849
"uttar dinajpur district",2021,2,"uttar dinajpur district",392388,8184990
"kalimpong district",2021,2,"kalimpong district",37523,1223459
"murshidabad district",2021,2,"murshidabad district",1248602,16530655
"paschim medinipur district",2021,2,"paschim medinipur district",856640,16201033
"dakshin dinajpur district",2021,2,"dakshin dinajpur district",281433,3959456
"jalpaiguri district",2021,2,"jalpaiguri district",259321,5783835
"purulia district",2021,2,"purulia district",435131,8843358
"north twenty four parganas district",2021,2,"north twenty four parganas district",2660664,37899453
"bankura district",2021,2,"bankura district",646486,11202278
"jhargram district",2021,2,"jhargram district",124122,3321057
"howrah district",2021,2,"howrah district",1004570,12452653
"hooghly district",2021,2,"hooghly district",1117731,15432239
"kolkata district",2021,2,"kolkata district",1944113,23924834
"koch bihar district",2021,2,"koch bihar district",370813,7542282
"alipurduar district",2021,2,"alipurduar district",180350,4356938
"paschim bardhaman district",2021,2,"paschim bardhaman district",789026,10545670
"nadia district",2021,2,"nadia district",955428,13665885
"birbhum district",2021,2,"birbhum district",597952,8372476
"purba medinipur district",2021,2,"purba medinipur district",946277,15491958
"maldah district",2021,2,"maldah district",658282,12664071
"darjiling district",2021,2,"darjiling district",398569,6269744
"south twenty four parganas district",2021,3,"south twenty four parganas district",1383020,23765288
"purba bardhaman district",2021,3,"purba bardhaman district",847622,15020358
"uttar dinajpur district",2021,3,"uttar dinajpur district",425320,10453927
"kalimpong district",2021,3,"kalimpong district",40581,1787640
"murshidabad district",2021,3,"murshidabad district",1342984,21103271
"paschim medinipur district",2021,3,"paschim medinipur district",922218,20226812
"dakshin dinajpur district",2021,3,"dakshin dinajpur district",304201,4804545
"jalpaiguri district",2021,3,"jalpaiguri district",280624,7690594
"purulia district",2021,3,"purulia district",469472,11407463
"north twenty four parganas district",2021,3,"north twenty four parganas district",2852030,47835815
"bankura district",2021,3,"bankura district",695804,14483541
"jhargram district",2021,3,"jhargram district",133927,4306987
"howrah district",2021,3,"howrah district",1077467,15417318
"hooghly district",2021,3,"hooghly district",1198858,18451061
"kolkata district",2021,3,"kolkata district",2078360,32297893
"koch bihar district",2021,3,"koch bihar district",401546,9466032
"alipurduar district",2021,3,"alipurduar district",195128,5854359
"paschim bardhaman district",2021,3,"paschim bardhaman district",845830,13640640
"nadia district",2021,3,"nadia district",1026795,16684700
"birbhum district",2021,3,"birbhum district",644407,10749052
"purba medinipur district",2021,3,"purba medinipur district",1017925,18619093
"maldah district",2021,3,"maldah district",710699,15940220
"darjiling district",2021,3,"darjiling district",428460,8582057
"south twenty four parganas district",2021,4,"south twenty four parganas district",1477679,33158928
"purba bardhaman district",2021,4,"purba bardhaman district",905950,20699909
"uttar dinajpur district",2021,4,"uttar dinajpur district",457144,14085762
"kalimpong district",2021,4,"kalimpong district",43545,1088538
"murshidabad district",2021,4,"murshidabad district",1435266,31219092
"paschim medinipur district",2021,4,"paschim medinipur district",985745,25743693
"dakshin dinajpur district",2021,4,"dakshin dinajpur district",326436,5709265
"jalpaiguri district",2021,4,"jalpaiguri district",301033,8625183
"purulia district",2021,4,"purulia district",502535,12106891
"north twenty four parganas district",2021,4,"north twenty four parganas district",3043008,77513355
"bankura district",2021,4,"bankura district",743262,15470528
"jhargram district",2021,4,"jhargram district",143344,3651690
"howrah district",2021,4,"howrah district",1150144,27801657
"hooghly district",2021,4,"hooghly district",1278850,30173908
"kolkata district",2021,4,"kolkata district",2213659,56212627
"koch bihar district",2021,4,"koch bihar district",430468,11678868
"alipurduar district",2021,4,"alipurduar district",209348,5997603
"paschim bardhaman district",2021,4,"paschim bardhaman district",902608,25084418
"nadia district",2021,4,"nadia district",1096767,26521254
"birbhum district",2021,4,"birbhum district",689824,15475854
"purba medinipur district",2021,4,"purba medinipur district",1087362,29634241
"maldah district",2021,4,"maldah district",762717,23166785
"darjiling district",2021,4,"darjiling district",457833,11515790
"south twenty four parganas district",2022,1,"south twenty four parganas district",1569037,15996447
"purba bardhaman district",2022,1,"purba bardhaman district",962974,10617588
"uttar dinajpur district",2022,1,"uttar dinajpur district",488748,10698867
"kalimpong district",2022,1,"kalimpong district",46360,4063572
"murshidabad district",2022,1,"murshidabad district",1524507,13223504
"paschim medinipur district",2022,1,"paschim medinipur district",1048100,17208139
"dakshin dinajpur district",2022,1,"dakshin dinajpur district",348440,4987259
"jalpaiguri district",2022,1,"jalpaiguri district",321098,10959051
"purulia district",2022,1,"purulia district",535484,16529605
"north twenty four parganas district",2022,1,"north twenty four parganas district",3224459,16514236
"bankura district",2022,1,"bankura district",790092,16485113
"jhargram district",2022,1,"jhargram district",152675,6036561
"howrah district",2022,1,"howrah district",1218931,4852911
"hooghly district",2022,1,"hooghly district",1356282,7217576
"kolkata district",2022,1,"kolkata district",2340343,8737523
"koch bihar district",2022,1,"koch bihar district",459613,11039904
"alipurduar district",2022,1,"alipurduar district",223296,8375579
"paschim bardhaman district",2022,1,"paschim bardhaman district",956754,6555780
"nadia district",2022,1,"nadia district",1164783,8989674
"birbhum district",2022,1,"birbhum district",733911,9448003
"purba medinipur district",2022,1,"purba medinipur district",1155279,8760746
"maldah district",2022,1,"maldah district",812775,11245507
"darjiling district",2022,1,"darjiling district",485846,7587920
"south twenty four parganas district",2022,2,"south twenty four parganas district",1655743,16517384
"purba bardhaman district",2022,2,"purba bardhaman district",1016127,11036337
"uttar dinajpur district",2022,2,"uttar dinajpur district",518418,12844550
"kalimpong district",2022,2,"kalimpong district",48984,5104547
"murshidabad district",2022,2,"murshidabad district",1608797,13619399
"paschim medinipur district",2022,2,"paschim medinipur district",1105840,17329312
"dakshin dinajpur district",2022,2,"dakshin dinajpur district",368917,5446922
"jalpaiguri district",2022,2,"jalpaiguri district",339737,13603473
"purulia district",2022,2,"purulia district",565760,17580111
"north twenty four parganas district",2022,2,"north twenty four parganas district",3397791,15652193
"bankura district",2022,2,"bankura district",833244,18121072
"jhargram district",2022,2,"jhargram district",161057,6650325
"howrah district",2022,2,"howrah district",1285159,4195094
"hooghly district",2022,2,"hooghly district",1429378,6872484
"kolkata district",2022,2,"kolkata district",2461795,7723614
"koch bihar district",2022,2,"koch bihar district",486573,14077846
"alipurduar district",2022,2,"alipurduar district",236034,9841194
"paschim bardhaman district",2022,2,"paschim bardhaman district",1008380,6962947
"nadia district",2022,2,"nadia district",1229358,8714918
"birbhum district",2022,2,"birbhum district",775182,10117026
"purba medinipur district",2022,2,"purba medinipur district",1219530,8722235
"maldah district",2022,2,"maldah district",860176,11082245
"darjiling district",2022,2,"darjiling district",512408,8461141
"south twenty four parganas district",2022,3,"south twenty four parganas district",1745822,15038778
"purba bardhaman district",2022,3,"purba bardhaman district",1070637,11905873
"uttar dinajpur district",2022,3,"uttar dinajpur district",548552,12801052
"kalimpong district",2022,3,"kalimpong district",51490,5252399
"murshidabad district",2022,3,"murshidabad district",1696729,14345841
"paschim medinipur district",2022,3,"paschim medinipur district",1165076,17584516
"dakshin dinajpur district",2022,3,"dakshin dinajpur district",389892,6814372
"jalpaiguri district",2022,3,"jalpaiguri district",358402,14583593
"purulia district",2022,3,"purulia district",595970,17748718
"north twenty four parganas district",2022,3,"north twenty four parganas district",3578500,15071624
"bankura district",2022,3,"bankura district",876942,19359761
"jhargram district",2022,3,"jhargram district",169238,6932555
"howrah district",2022,3,"howrah district",1354886,3768021
"hooghly district",2022,3,"hooghly district",1506412,7341952
"kolkata district",2022,3,"kolkata district",2588380,7233109
"koch bihar district",2022,3,"koch bihar district",513734,15866079
"alipurduar district",2022,3,"alipurduar district",249040,9798727
"paschim bardhaman district",2022,3,"paschim bardhaman district",1062575,7436013
"nadia district",2022,3,"nadia district",1296764,8193105
